"Date","Price","Open","High","Low","Change %"
"Jun 03, 2019","69.171","69.618","69.622","69.128","-0.59%"
"May 31, 2019","69.580","69.839","69.927","69.580","-0.35%"
"May 30, 2019","69.825","69.835","69.935","69.703","-0.03%"
"May 29, 2019","69.845","69.587","70.003","69.579","0.34%"
"May 28, 2019","69.610","69.516","69.755","69.516","0.15%"
"May 27, 2019","69.504","69.412","69.633","69.362","0.18%"
"May 24, 2019","69.380","69.699","69.811","69.377","-0.41%"
"May 23, 2019","69.665","69.666","70.065","69.375","0.02%"
"May 22, 2019","69.650","69.668","69.811","69.614","0.01%"
"May 21, 2019","69.645","69.817","69.825","69.620","0.05%"
"May 20, 2019","69.609","69.405","69.778","69.373","-0.95%"
"May 17, 2019","70.280","70.220","70.288","70.067","0.21%"
"May 16, 2019","70.130","70.219","70.342","69.966","-0.17%"
"May 15, 2019","70.249","70.322","70.442","70.174","-0.12%"
"May 14, 2019","70.332","70.596","70.616","70.252","-0.34%"
"May 13, 2019","70.570","70.015","70.651","69.984","0.79%"
"May 10, 2019","70.015","70.091","70.114","69.756","-0.26%"
"May 09, 2019","70.200","69.719","70.276","69.719","0.69%"
"May 08, 2019","69.720","69.596","69.751","69.448","0.11%"
"May 07, 2019","69.645","69.421","69.646","69.285","0.38%"
"May 06, 2019","69.380","69.310","69.485","69.310","0.41%"
"May 03, 2019","69.095","69.436","69.441","69.095","-0.45%"
"May 02, 2019","69.410","69.620","69.634","69.320","-0.19%"
"May 01, 2019","69.545","69.601","69.603","69.466","-0.15%"
"Apr 30, 2019","69.647","69.831","69.913","69.536","-0.24%"
